TCGA-Q9-A6FW	C1	-0.061	-0.0414	0.6952	0.4551	0.2496
TCGA-QG-A5YX	C1	0.29	-1.1287	-0.5829	-0.5323	-0.5221
TCGA-QL-A97D	C1	0.233	-0.4024	0.8046	-0.1874	-0.2887
TCGA-QS-A744	C1	0.225	-1.5489	-2.2098	-0.9651	0.3003
TCGA-R6-A6L6	C1	0.291	-0.5159	-0.5749	-0.4944	0.3023
TCGA-R6-A8W8	C1	-5.00E-04	-0.5912	0.0335	-0.0739	-0.2184
TCGA-RD-A7BT	C1	0.4185	-0.5017	0.3429	-0.6254	-0.4021
TCGA-S3-AA15	C1	0.0645	1.1349	2.4369	0.0231	0.6753
TCGA-SC-A6LN	C1	0.1615	0.4109	1.441	-0.1264	0.7119
TCGA-SW-A7EB	C1	0.1265	0.0881	1.6226	0.1326	0.0323
TCGA-TS-A8AY	C1	0.092	0.5015	0.7643	-0.0774	0.3997
TCGA-UT-A97Y	C1	0.1015	0.0636	-0.2499	-0.4954	0.8388
TCGA-V1-A9OL	C1	0.0165	-0.479	0.0426	-0.5058	-0.2984
TCGA-VQ-A8DZ	C1	0.2455	-0.2329	0.0526	-0.1847	0.1284
TCGA-VQ-A8P2	C1	0.3925	-1.1913	-0.97	-0.9446	-0.3474
TCGA-VQ-A8PH	C1	0.319	-0.2623	1.2862	-0.5772	-0.2221
TCGA-VQ-A91N	C1	0.1635	-0.4886	0.4201	0.1545	-0.1362
TCGA-VR-A8EQ	C1	0.0455	-0.1139	0.1215	0.1455	0.029
TCGA-VR-A8ER	C1	0.242	-0.0792	-0.4049	-0.1084	0.4652
TCGA-VR-A8EW	C1	0.229	-0.7878	-0.8908	-0.9383	0.2187
TCGA-VS-A9V1	C1	0.183	-0.8596	-0.0676	0.0178	-0.4931
TCGA-X2-A95T	C1	-0.137	-0.7016	-1.28	0.2527	0.5245
TCGA-XD-AAUL	C1	-0.1705	0.5228	0.2989	0.521	0.9379
TCGA-XF-A9SU	C1	0.287	-0.0807	0.6716	-0.7727	0.5118
TCGA-XF-AAMG	C1	0.298	-0.3689	-0.3893	-1.1162	0.1997
TCGA-XV-AAZW	C1	0.3435	-0.9895	-1.8732	-0.787	0.2754
TCGA-YL-A9WL	C1	-0.0015	-1.4384	-1.3749	-0.9929	-0.3989
TCGA-ZF-AA5P	C1	0.015	-0.0514	0.8858	0.0594	0.5517
TCGA-ZU-A8S4	C1	0.3685	0.6927	0.7376	0.1024	0.4836
TCGA-05-4420	C1	0.333	-0.0875	0.1669	-0.8136	0.1043
TCGA-14-0871	C1	0.1835	-1.1872	-2.4693	-0.7464	-0.0841
TCGA-22-4601	C1	0.038	-0.0099	-0.1184	-0.1732	0.0622
TCGA-22-5473	C1	0.3615	-0.0345	0.2198	0.0667	0.5374
TCGA-22-5477	C1	0.168	-0.0023	0.3819	-0.5281	0.0185
TCGA-22-A5C4	C1	0.1955	-0.0474	-0.0677	-1.0015	0.3048
TCGA-2G-AALW	C1	0.032	0.5092	0.9793	0.0523	0.4972
TCGA-2H-A9GO	C1	0.348	-1.2842	-1.5211	-0.5792	-0.3888
TCGA-30-1891	C1	0.2945	0.1256	0.0547	-0.1544	0.2066
TCGA-31-1944	C1	0.2555	-0.0091	-0.4449	-0.1744	0.2478
TCGA-33-6738	C1	0.217	-0.2405	0.6848	-0.5596	0.1559
TCGA-34-2600	C1	0.1235	-0.5476	-0.1023	-0.5923	-0.0619
TCGA-34-2608	C1	0.055	1.0477	1.7089	0.0887	0.8968
TCGA-39-5031	C1	0.277	0.5034	1.4526	-6.00E-04	0.5959
TCGA-3A-A9J0	C1	0.051	0.1984	0.3692	-0.2621	0.7259
TCGA-3L-AA1B	C1	0.0555	-0.3384	0.641	-0.5834	0.1854
TCGA-43-7657	C1	0.087	-0.3408	-0.8436	-0.7044	0.7486
TCGA-46-3767	C1	0.0535	1.0047	1.8689	-0.2439	0.9789
TCGA-46-6026	C1	0.279	-0.6132	-0.0297	-1.1639	0.2359
TCGA-50-5931	C1	0.3175	-0.6178	-1.0374	-0.5597	0.4122
TCGA-50-5936	C1	0.066	0.5383	0.7086	-0.4579	0.4061
TCGA-50-5939	C1	0.0295	0.8781	1.237	0.0707	0.6289
TCGA-51-4079	C1	0.27	0.2904	0.8401	0.3032	0.4848
TCGA-56-5898	C1	0.0585	0.3726	0.4172	-0.3068	0.6391
TCGA-58-8388	C1	0.0185	0.5545	0.9572	-0.0353	0.6413
TCGA-60-2703	C1	0.271	-0.139	0.0471	-0.476	0.8031
TCGA-60-2709	C1	0.1465	1.4571	1.9326	0.4734	0.8195
TCGA-61-2008	C1	0.1805	-0.0996	-0.4386	-0.4277	0.0931
TCGA-63-A5MB	C1	0.203	0.1365	0.5438	-0.6988	0.0788
TCGA-64-1679	C1	-0.0085	0.7255	0.0353	0.5257	1.0641
TCGA-68-8250	C1	0.271	0.5361	0.8256	0.4366	0.4848
TCGA-77-8139	C1	0.265	-0.1777	0.6239	-0.625	0.694
TCGA-77-A5G1	C1	0.121	0.5419	1.0719	-0.3555	0.7267
TCGA-77-A5G7	C1	0.469	-0.7884	0.0362	-0.6341	-0.133
TCGA-78-7159	C1	0.113	0.0694	1.0839	0.1099	0.2099
TCGA-78-8662	C1	0.143	-0.6564	-0.5548	-1.0636	-0.1976
TCGA-85-8352	C1	0.2795	-1.0309	-0.7558	-0.9525	-0.6934
TCGA-86-8673	C1	0.062	0.1501	0.8652	-0.2986	0.1553
TCGA-90-7964	C1	0.103	0.3575	0.0697	-0.2226	0.5665
TCGA-94-8035	C1	0.3925	-0.3123	-0.3963	-0.7646	0.2586
TCGA-94-8490	C1	0.1405	-1.0037	-0.7546	-0.433	-0.0286
TCGA-A2-A04V	C1	0.044	-0.1677	-0.3564	-0.0993	0.4897
TCGA-A2-A0D2	C1	0.35	0.2568	0.9379	0.0618	0.3733
TCGA-A2-A0T7	C1	-0.043	0.1174	0.1199	0.3467	0.635
TCGA-A2-A25E	C1	0.156	-0.2564	-0.0584	0.3352	0.0759
TCGA-A5-A0GA	C1	0.362	-0.6713	-0.1585	-0.228	0.0476
TCGA-A5-A0GW	C1	0.355	0.3424	1.5916	0.2222	0.4807
TCGA-A6-3808	C1	0.335	0.3421	0.5654	-0.018	0.3559
TCGA-A6-5664	C1	0.2	0.4048	1.0961	-0.7178	0.5999
TCGA-A6-6653	C1	0.2945	-0.5592	-0.7173	-0.6789	0.208
TCGA-A6-6782	C1	0.1955	0.2875	0.6399	-0.2648	0.3781
TCGA-A6-A56B	C1	0.0865	-0.8104	-1.7011	-1.3032	0.1542
TCGA-A7-A0D9	C1	-0.086	-0.7559	-1.2619	-0.9596	0.3222
TCGA-A8-A06P	C1	-0.0805	0.1213	-0.2565	-0.5691	0.6814
TCGA-A8-A07G	C1	-0.033	0.048	0.4578	0.2458	0.6852
TCGA-A8-A07L	C1	0.212	-0.6151	-1.3252	-0.2111	0.1996
TCGA-A8-A09B	C1	-0.0895	-0.3782	-0.6761	-0.4356	0.2942
TCGA-AA-3524	C1	0.411	-0.6962	-0.0164	-0.4723	-0.2364
TCGA-AA-3527	C1	-0.009	-0.4047	-0.0229	-0.8994	0.3986
TCGA-AA-3821	C1	0.196	-0.2051	-0.4786	-0.2341	0.0827
TCGA-AA-3966	C1	0.223	0.6312	0.752	0.0513	0.3406
TCGA-AA-A00F	C1	0.237	-0.582	0.0084	-0.8202	0.3229
TCGA-AA-A00N	C1	0.22	-0.0674	-0.4751	0.3596	0.4667
TCGA-AA-A00Z	C1	0.34	-0.6709	-0.2894	-0.0991	-0.0518
TCGA-AC-A3EH	C1	-0.076	-0.3749	-0.8536	-0.7048	0.5117
TCGA-AC-A5EH	C1	0.1105	0.2164	-0.6509	0.1451	0.6513
TCGA-AD-6548	C1	0.407	0.2062	0.5099	0.2903	0.4047
TCGA-AG-3602	C1	0.443	-0.3782	0.3626	-0.0616	-0.2181
TCGA-AG-3742	C1	0.213	-0.6603	-1.3377	-0.2376	0.1573
TCGA-AG-3887	C1	0.331	-0.5292	0.4802	-0.8756	0.0352
TCGA-AG-3890	C1	0.023	-0.1392	1.0402	-0.5787	0.0309
TCGA-AG-4005	C1	0.225	-0.5347	-0.2662	-0.4582	0.1992
TCGA-AG-4021	C1	0.316	-0.0811	-0.9187	-0.4927	0.3823
TCGA-AG-A015	C1	0.159	-1.2121	-1.0052	-1.3977	-0.3383
TCGA-AJ-A3NC	C1	0.084	-0.3581	-0.52	-0.4438	-0.0744
TCGA-AN-A0AT	C1	0.511	0.0733	0.6699	-0.4788	0.1397
TCGA-AN-A0FZ	C1	-0.029	-0.7722	-1.8938	-0.528	0.2275
TCGA-AO-A0J5	C1	-0.0995	-0.0408	-0.4451	-0.4658	0.7027
TCGA-AO-A0J9	C1	0.076	0.7926	0.9007	0.2484	0.4104
TCGA-AP-A0LS	C1	0.319	-0.7887	0.02	-1.6876	0.0253
TCGA-AP-A1DO	C1	0.201	-1.4983	-0.7825	-1.3699	-0.741
TCGA-AQ-A04L	C1	0.07	-0.2765	-0.9871	-0.7145	0.2167
TCGA-AR-A1AN	C1	-0.022	0.0489	-0.1102	-0.4481	0.6304
TCGA-AR-A2LK	C1	0.046	0.0989	-0.6098	-0.504	0.2611
TCGA-AX-A05U	C1	0.056	-0.9077	-1.5885	-1.3887	0.0403
TCGA-AX-A0J0	C1	0.293	-0.8599	-0.4688	-1.0981	-0.2014
TCGA-AZ-4308	C1	0.054	-0.7556	-0.4715	-0.2222	0.3507
TCGA-AZ-5403	C1	0.384	-0.4543	-0.6859	-0.863	0.2252
